V_CM,V_the,V_.,V_a,V_and,V_of,V_to,V_DQ,V_is,V_in,V_s,V_QU,V_it,V_that,V_-,V_),V_(,V_as,V_with,V_for,V_his,V_this,V_film,V_i,V_he,V_but,V_on,V_are,V_t,V_by,V_be,V_one,V_movie,V_an,V_who,V_not,V_you,V_from,V_at,V_was,V_have,V_they,V_has,V_her,V_all,V_?,V_there,V_like,V_so,V_out,V_about,V_up,V_more,V_what,V_when,V_which,V_or,V_she,V_their,V_:,V_some,V_just,V_can,V_if,V_we,V_him,V_into,V_even,V_only,V_than,V_no,V_good,V_time,V_most,V_its,V_will,V_story,V_would,V_been,V_much,V_character,V_also,V_get,V_other,V_do,V_two,V_well,V_them,V_very,V_characters,V_;,V_first,V_--,V_after,V_see,V_!,V_way,V_because,V_make,V_life,class
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,neg
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,neg
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,pos
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,pos
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,neg
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,neg
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,neg
